source_id,stage,claim_supported,source_title,author_or_publication,source_type,primary_or_secondary,event_date,publication_date,access_date,url,archived_url,tier,evidence_class,confidence,independence_note,relevant_passage,notes
S0412,1,"Book Stacks Unlimited's start year as given by a third-party history site (1992, Charles M. Stack), which conflicts with the 1991 date carried by 1996 press and leaves even runner-up status uncertain","Book Stacks Unlimited, History of Information",third-party encyclopedia of information history,Aggregator reference page,Tertiary,1991-1992,UNKNOWN,2026-09-23,UNKNOWN,UNKNOWN,4,RETROSPECTIVE SUMMARY,Low,"DERIVATIVE: the page cites a Wikipedia article on Book Stacks Unlimited accessed 2013, i.e. it is downstream of the same aggregation layer as S1804 and adds no independent witness",In 1992 Charles M. Stack founded Book Stacks Unlimited,no URL recorded in the harvest set; registered only to house the 1991-vs-1992 dating leg of U.11
S0413,1,"That Matrix News was distributed through the CERN web public-domain announcement, the only documentary thread linking the Quarterman newsletter (S0201) to a retrievable period record",Newspaper and Magazine articles on the Web / World-Wide Web in the Press (CERN W3 bibliography),"CERN W3 project, W3C Historical Archives",Archived institutional bibliography,Primary,1993-94,UNKNOWN,2026-09-23,UNKNOWN,UNKNOWN,1,CONTEMPORARY OBSERVATION (of the technology),Medium,"Independent of Amazon; it neither dates nor verifies the 2,300% statistic, it only shows that the newsletter family circulated on the early web","Matrix News CERN web public domain announcement got into Volume 3, No 6.",page preserved in the 1995 mirror and self-declared as not updated since late 1992
S0414,1,"The unsourced side of the market-size question: the S-1's approximately $26 billion 1996 U.S. book sales figure is a CITATION to Euromonitor inside S0801 rather than a retrieved Euromonitor finding, and the narrower roughly $10-12 billion consumer-book-retailing basis was never retrieved at all",Euromonitor book-market data as cited in the Amazon.com S-1 (underlying report not retrieved),"Euromonitor (as cited by Amazon.com, Inc.)",Market research (NOT RETRIEVED),Secondary (cited only),1996,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2,UNKNOWN,UNKNOWN,"RD-017 IS BINDING: this register holds ONE sourced figure (the S-1's citation of Euromonitor) and ONE untraced counter-claim. The untraced side has no document, so it may not be printed as a competing number and U.5 must read as a sourced figure plus an untraced counter-claim, not as a two-sided dispute",UNKNOWN,"NOT RETRIEVED at all. Operative instruction carried into section H: build the Stage-1 market case on structure (in print vs stocked vs sourceable), not on dollars; without an AAP or Bowker primary neither the level nor the definition of the 1994 market can be fixed"
S0601,1,Earliest robust third-party evidence of completed repeat purchasing (a customer reporting 12 orders in several months); the 1996 discount and search experience as reported; that no retrieved 1995 item documents a delivered order to an outside customer,Wall Street Whiz Finds Niche Selling Books on the Internet,"The Wall Street Journal (Knecht), 1996-05-16",Newspaper article (archived capture; body paywalled),Primary (as 1996 press),1996-05-16,1996-05-16,2026-09-23,https://web.archive.org/web/20180127144607/https://www.wsj.com/articles/SB832204437381952500,capture 2018-01-27,1 (as 1996 press) / 3 for the transmitted wording,CONTEMPORARY OBSERVATION,Medium,"The body is paywalled, so the DATE and EXISTENCE are Tier-1 while the WORDING reaches the corpus through S0612 (paleofuture): not independent of S0612 for the sentence it carries",who says he has placed 12 orders during the past several months.,"restoration pending - no local copy in sources/ of the Wall Street Journal article of 1996-05-16 or of its 2018-01-27 Wayback capture; only the headline, byline, date and lede were transcribed by the dossier. Original note text retained verbatim: (headline, byline, date and lede captured; body not held)"
S0602,1,"Company-supplied growth soundbite circulating in autumn 1996, sales up 35 percent a month for the past 18 months, a window that reaches back to January 1995, six months before the company says it sold anything",Shopping for Books on the Internet Isn't Just for Tech Buyers Anymore (feature),The Christian Science Monitor,Newspaper feature,Secondary,1996-09,1996-09-18,2026-09-23,https://www.csmonitor.com/1996/0918/091896.feat.books.2.html,UNKNOWN,1,CONTEMPORARY OBSERVATION of a company-supplied number,High that it was published / Low as a measurement,"Company-supplied rate repeated across S0602, S0603 and S0605 with different bases and windows: ONE source (Amazon's own numbers) repeated, not three confirmations (U.12)","Amazon.com's sales, Bezos says, have increased 35 percent a month - for the past 18 months.","restoration pending - no local copy in sources/ of the Christian Science Monitor feature of 1996-09-18. Original note text retained verbatim: The dossier recorded this passage against a multi-source cell (CSM; LA Times; Seattle Times), so the venue attribution is not isolated"
S0603,1,Late-1996 press account of online book retailing and of the company's refusal to state revenues; the 34-percent-for-16-months growth soundbite; outsider observation of the no-inventory model,Books feature on online book retailing,"Steve Chaggaris / California, Los Angeles Times",Newspaper feature,Secondary,1996-12,1996-12-11,2026-09-23,https://www.latimes.com/archives/la-xpm-1996-12-11-ls-8081-story.html,UNKNOWN,1 (as 1996 press),CONTEMPORARY OBSERVATION,High that it was published,"One of four separate 1996 press confirmations of the buy-on-order model, so it is independent of Amazon ON INVENTORY but NOT on growth rates","although company officials won't discuss revenues or customer totals, they say sales have jumped 34% a month for the past 16 months.","restoration pending - no local copy in sources/ of the LA Times feature of 1996-12-11 (la-xpm-1996-12-11-ls-8081). Original note text retained verbatim: Passage recorded in a two-source cell (LA Times; Wired), so venue attribution is not isolated"
S0604,1,"The December-1996 trade view of niche online bookstores, including Book Stacks Unlimited's 1991 start as reported in 1996, which conflicts with S0412's 1992; period discounting practice",Bookstores Find New Niches Online,Wired,Magazine feature,Secondary,1996-12,1996-12-16,2026-09-23,https://www.wired.com/1996/12/bookstores-find-new-niches-online/,UNKNOWN,1 (as 1996 press),CONTEMPORARY OBSERVATION,High,Independent reporting; one leg of the 1991-vs-1992 Book Stacks dating conflict that keeps even runner-up status uncertain (U.11),UNKNOWN,restoration pending - no local copy in sources/ of the Wired piece of 1996-12-16
S0605,1,"The January-1997 account of directory-driven acquisition, two key search engines pointing to Amazon.com among thousands of sites, and the 44-percent repeat-customer figure attributed to Bezos",Booked up on the Net - Amazon.com writing a chapter on successful retailing in cyberspace,"Thomas W. Haines, The Seattle Times",Newspaper article (archive index),Secondary,1997-01,1997-01-05,2026-09-23,https://archive.seattletimes.com/archive/19970105/2517085/booked-up-on-the-net----amazoncom-writing-chapter-on-successful-retailing-in-cyberspace,UNKNOWN,1 (as 1997 press),CONTEMPORARY OBSERVATION,High that it was published,"Independent reporting on acquisition mechanics; the 44-percent repeat figure it carries is another restatement of Amazon's own company-supplied metric family (U.12), while its confirmation of the no-inventory model is independent of S0602 and S0603","Early on, two key search engines ... pointed to Amazon.com as one of the top sites among thousands on the Web.","restoration pending - no local copy in sources/ of the Seattle Times article of 1997-01-05 (archive.seattletimes.com/archive/19970105/2517085). NB: the 'science textbook' first-sale variant is attributed to the Seattle Times piece of 2005-07-10, now registered as S1202, while this row's note attributes it here - an unresolved attribution mismatch recorded in the gap report, not silently reassigned. Original note text retained verbatim: Also the venue of the science-textbook first-sale variant that mutated out of the S0610/S0611 interview cycle (U.2)"
S0606,1,"The company's own January-1997 catalogue-size claim, more than six times the size of the largest conventional bookstore; the 1996 bestseller list topped by Creating Killer Web Sites; the company's attribution of that title's sales to customer reviews",Amazon.com Announces 1996 Bestsellers,"Amazon.com, Inc. (press release)",Company press release,Primary (company self-description),1996-12,1997-01-08,2026-09-23,https://press.aboutamazon.com/1997/1/amazon-com-announces-1996-bestsellers,UNKNOWN,1,company self-report,High (that it was said) / Medium (that it measured anything),"ANCESTOR of the six-times-size selection claim and of the reviews-drove-sales story; post-boundary, so it belongs in the consequence column only",Amazon.com's catalog is more than six times the size of the largest conventional bookstore.,"restoration pending - no local copy in sources/ of the 1996-bestellers press release (press.aboutamazon.com/1997/1/amazon-com-announces-1996-bestsellers). Original note text retained verbatim: indexed 1997-01-08 and dated 1997-01-09 in a dossier; the one-day discrepancy is recorded here, not silently picked"
S0607,1,"The May-1997 Barnes and Noble suit as reported contemporaneously, including the request to block Amazon's featured-title ads; competitor use of Amazon's own discount presentation","Bloomberg News in The Seattle Times, 1997-05-13 (B&N v. Amazon coverage)","Bloomberg News, distributed by The Seattle Times",Newspaper/wire report,Secondary,1997-05-12,1997-05-13,2026-09-23,UNKNOWN,UNKNOWN,1 (as 1997 press),CONTEMPORARY OBSERVATION,High,Independent wire coverage of a legal attack on the breadth claim itself; corroborates S0803's Note 5 disclosure without deriving from it,Barnes & Noble is asking a federal judge in New York to block Amazon.com from running such ads,"restoration pending - no local copy and no URL recorded for the Bloomberg item in the Seattle Times of 1997-05-13, so nothing in sources/ can match it. Original note text retained verbatim: post-boundary; URL not recorded in the harvest set"
S0608,1,"The company's later assertion that the Associates Program began in July 1996 and had more than 4,800 registered members at 1996-12-31, the origin of the Associates start date in circulation",Amazon.com press release of 1998-08-03 (Associates Program),"Amazon.com, Inc.",Company press release (cited),Primary (company self-report),1996-07,1998-08-03,2026-09-23,UNKNOWN,UNKNOWN,1,COMPANY ASSERTION (retrospective for 1996),Medium-High that the company said it; no independent witness of the start date,"ANCESTOR of the July-1996 Associates start date. The membership count is separately disclosed in S0801, so the count is corroborated while the start date is not","The Associates Program, which included over 4,800 registered members as of December 31, 1996.",entirely post-boundary and may not appear in any Stage-1 state cell (U.41). URL not recorded; never held locally
S0609,1,"The company's 1999 recollection that it started selling books online in July 1995 and that Bezos personally carried each day's orders to the post office, a curated anniversary narrative rather than an observation",From Zero To 10 Million In Less Than Four Years - Amazon.com to Pass E-Commerce Milestone Today,"Amazon.com, Inc. (press release)",Company press release,Primary (text) / retrospective for 1995,1995,1999-06-06,2026-09-23,https://press.aboutamazon.com/1999/6/from-zero-to-10-million-in-less-than-four-years-amazon-com-to-pass-e-commerce-milestone-today,UNKNOWN,1 (text) / 4 (as 1995 evidence),RETROSPECTIVE INTERPRETATION (company-authored),Medium,Company self-history four years on; ANCESTOR of the anniversary compression that produced the 16-July canon. It restates S1701 and S0801 dating rather than observing anything new,The personalized delivery reflects Amazon.com's roots in 1995 when Bezos would take each day's orders to the post office for delivery to customers.,restoration pending - no local copy in sources/ of the 1999-06-06 press release (press.aboutamazon.com/1999/6/from-zero-to-10-million...); indexed 1999-06-06/07 in the harvest. Original note text retained verbatim: indexed 1999-06-06/07
S0610,1,"The John Wainwright 3 April 1995 first-order account (Kaphan's email, Hofstadter's Fluid Concepts and Creative Analogies, $27.95) AND, in the same article, Amazon's own July 1995 dating, i.e. the source is internally self-contradicting; the $27.95 figure common to all tellings",Here Is the First Book Ever Ordered on Amazon,"Megan Garber, The Atlantic",Feature article (archived capture),Secondary,1995-04-03,2012-10-31,2026-09-23,https://web.archive.org/web/20230314181038/https://www.theatlantic.com/technology/archive/2012/10/here-is-the-first-book-ever-ordered-on-amazon/264344/,capture 2023-03-14,2,RECOLLECTION relayed as CONTEMPORARY OBSERVATION,Medium,"ONE interview cycle with S0611 and S0613: three articles, one human memory, therefore ONE source. ANCESTOR of the 'first customer' canon and contradicted by the company's own dating, which the same article prints","Amazon itself dates that first book sale to July 1995, when it officially opened its doors to the public",restoration pending - no local copy in sources/ of the Atlantic piece of 2012-10-31 or of its 2023-03-14 capture
S0611,1,"The buyer's own version of the first non-employee order, including that his card was actually charged in the pre-public window",Meet Amazon's first customer,"Quentin Fottrell, MarketWatch",Feature citing the customer and a company spokesperson,Secondary,1995-04-03,2015-07-15,2026-09-23,https://web.archive.org/web/20161129214521/http://www.marketwatch.com/story/meet-amazons-first-ever-customer-2015-04-22,capture 2016-11-29,2,RECOLLECTION,Low-Medium,DERIVATIVE of the same Wainwright/Kaphan interview cycle as S0610 and S0613; a company spokesperson's acceptance does not make it a company record,"He sent me an email and said, 'Create an account and order some books.' I thought I was going to get some free books out of it. But they took my credit card and charged it!","restoration pending - no local copy in sources/ of the MarketWatch piece or of its 2016-11-29 capture; the 2015-07-15 publication date versus the 2015-04-22 URL slug discrepancy is still unreconciled. Original note text retained verbatim: publication date 2015-07-15, URL slug 2015-04-22"
S0612,1,"The only surviving transmission of the Tallahassee Democrat (1995-10-22) and Knight Ridder (November 1995) launch-era copy, including a live search demonstration and the 1995 ordering channels: card on the site, toll-free telephone, fax",Here's what people thought of Amazon when it first launched in the mid-1990s,"Matt Novak (paleofuture), reproducing period newspaper copy",Aggregator reprinting period print copy,Secondary (lead),1995-10-22/1995-11,2019-07-03,2026-09-23,https://paleofuture.com/blog/2019/7/3/heres-what-people-thought-of-amazon-when-it-first-launched-in-the-mid-1990s,UNKNOWN,4 (leads only),"CONTEMPORARY OBSERVATION, transmitted at second hand",Medium (existence of the items) / Low (wording),"ANCESTOR of the Tallahassee Democrat, Knight Ridder, WSJ (S0601) and CSM wordings used in this register; the print originals are NOT held, so every quotation here sits one relay away from the newspaper (RD-011 open)",you could pay by credit card or you could call a toll-free number and give your credit card number over the phone. You could even fax the credit card info,restoration pending - no local copy in sources/ of the paleofuture reprint carrying the Tallahassee Democrat (1995-10-22) and Knight Ridder (November 1995) copy; the Tier-4 chase duty (method sec.5) is still open. Original note text retained verbatim: Tier-4 material recorded with the duty to chase it: the print originals are the citation and this page is the lead
S0613,1,"A further variant of the first-order story in which the object mutates to an Artificial Intelligence book rather than Hofstadter's essays, demonstrating degradation rather than independent memory",Yahoo Creators item on Amazon's first order,Yahoo Creators (writer not recorded),Web feature,Tertiary,1995,2025,UNKNOWN,UNKNOWN,UNKNOWN,4,RETROSPECTIVE SUMMARY (degraded variant),Low,"DERIVATIVE of the S0610/S0611 interview cycle; its value is evidence of how the story mutates, not of what happened",UNKNOWN,never retrieved locally and no URL recorded in the harvest set; listed so the object-mutation leg of U.2 has a registered home
S0801,1,"THE STAGE-1 SPINE: incorporated July 1994 and commenced offering products for sale on the Web site in July 1995; no sales from inception through July 1995 and 1994 operating expenses minimal; FY1995 net sales $511,000 and FY1996 $15,746,000 (audited, ship basis, net of returns, including outbound shipping); 11 to 151 employees from 1996-01-01 to 1996-12-31 and 151 full-time at 1996-12-31; FY1995 financing inflow $1.2M and audited $1,272,000 of common-equity cash in CY1995; 3,021,000 shares to 23 investors at about $.3333 or an aggregate of $1,007,000 and 2,012,772 shares to three founder-related investors at $.1717 or $345,525; Series A $8,000,014 and $200,000 (post-boundary); interest-free Bezos loans of $15,000, $29,000 and $40,000; Seafirst merchant account personally guaranteed Nov 1994-Dec 1996, Wells Fargo bankcard from Jul 1995 and company credit cards from Apr 1995; $0 long-term obligations and $0 leasehold improvements at 1995-12-31; FY1995 inventory build of $17,000 from a $0 opening and a further $554,000 in FY1996 against a lower-of-average-cost-or-market policy; 'The Company carries minimal inventory'; Ingram 59% of 1996 inventory purchases with no vendor contract guaranteeing merchandise availability, payment terms or credit limits; all sales processed through the Seattle warehouse; advertising expense $30,000; rental expense $2,000 / $12,000 / $257,000; 'Earth's Biggest Bookstore' since July 1995; more than 2.5 million titles offered with up to 400,000 distributor-supplied out of up to 350,000 held by distributors; about 1.5 million English-language books believed in print; Euromonitor US book sales approximately $26 billion in 1996 and about $82 billion worldwide; IDC 35 million Web users at end-1996 and $318 million of 1995 web purchases; no sales or similar tax collected on shipments into any state other than Washington; UUNet Technologies and Interconnected Associates as the two ISPs; transaction system not integrated with accounting; nine customer-service e-mail addresses; proprietary order-splitting software; Amazon.com 500 at 40% discounts and MatchMaker, both explicitly March 1997; no redundant systems and no formal disaster recovery plan; difficulty attracting qualified developers; Bezos salary $64,333 for 1996 with no options and no other highly compensated officer; 1994 Stock Option Plan; officers lacking prior senior management experience at public companies; the January-1997 B&N letter and the May-1997 suit; Exhibit 10.12 subscription for 1,700,000 shares of Cadabra, Inc. for $10,000 dated 1994-07-05; Exhibits 10.13-10.16 shareholder agreements of 1995-02-09, 07-24, 08-08 and 11-26 naming mother's trust, Kaphan and Alberg; Exhibits 10.20/10.22 Kaphan incentive option letter effective 1994-10-24; Exhibit 2.1 Delaware merger executed 1996-05-28 and effective 1996-06-18; and the documented nulls listed in notes","Amazon.com, Inc. Form S-1 (original, complete submission including exhibits), SEC File No. 333-23795, accession 0000891618-97-001309","Amazon.com, Inc. (U.S. Securities and Exchange Commission)",SEC filing,Primary,1994-07-05/1997-03,1997-03-24,2026-09-23,https://www.sec.gov/Archives/edgar/data/1018724/0000891618-97-001309.txt,"sources/S-1_original_acc-0000891618-97-001309_filed-1997-03-24.txt (1,445,709 B file / 1,444,013 B body); duplicate unheadered but byte-identical copy sources/s1_original_0000891618-97-001309.txt",1,FACT (audited or self-disclosed under securities-law liability); the company's own chronology is FACT about what it filed rather than about what happened,High,"THE SINGLE LARGEST ANCESTOR IN THE CORPUS: all SEC-derived passages in dossiers A, D, E, F and H trace to this document, and S0802-S0805 largely restate it, so those are ONE instrument for the 1994-96 financials, chronology, employee count, vendor dependence, guarantees and related-party purchases rather than many — and agreement inside that lineage is not corroboration (method §3; AUDIT 5 A-B1; the one-instrument premise is proved by the single SEC File No. 333-23795 carried on all five accessions [NARROWED 2026-09-25 by the AUDIT-7 repair pass: all five do carry that number, but NOT each on its own face — the original S-1 at l.49, S-1/A No. 3 at l.49, No. 5 at l.49 and the 424B1 at l.66 carry 333-23795 as their own SEC FILE NUMBER, whereas the FY1997 10-K405 carries 000-22513 on its face (its l.50, repeated l.90) and cites 333-23795 only twice, by incorporation by reference in its exhibit index at l.2913 and l.3105 — verified by grep -c, 2 occurrences. Incorporation by reference is the express lineage link, so the one-instrument premise is unchanged. See stage_1.md l.63 and 03_quality_control/audit7_repairs.md row R14], cited at CORRECTIONS.md COR-12's A-B1 closure note). PHRASE SWEEP 2026-09-24: this note used to say that the T1/ISP connectivity, non-integrated accounting, nine customer-service e-mail addresses and order-splitting software items DO GAIN INDEPENDENCE by appearing in a separately-accessioned filing. That is the exact wording A-B1 ordered struck, and it is wrong on the rule: those items are restatements across accessions of one registration statement (see stage_1.md §T's S-1/A No. 5 row, which already treats them as restatements), so they earn a citation to the accession that carries them and no independence whatever. Where an amendment holds content the original lacks — No. 5's affiliation split of the 23 purchasers at l.4665-4668 — that is a NEW DISCLOSURE of the same instrument, which is a different thing and is labelled as such wherever it appears.",The Company was incorporated in July 1994 and commenced offering products for sale on its Web site in July 1995.,"RESTORED 2026-09-23 with provenance header and re-verified character-by-character. COR-01/COR-02: THIS is the S-1, and accession 0000891020-97-000839 is S-1/A No. 5; only this accession contains 'Cadabra, Inc., a Washington corporation' with the 1,700,000-share subscription, 'the sole stockholder on September 15, 1994' and the 1,700,000-share passages. Documented nulls in this 1.44 MB text: no 'roadmap', no 'business plan', no 'Cadamia' (zero occurrences), no '2,300', no 'shipped our first book in August 1995', no name-change statement, no 'Davis'. Filed two years after Stage 1 and after a successful IPO, so even this document is a post-outcome reconstruction of the founding period"
S0802,1,"The pricing-program and gross-margin strategy statement, present verbatim in this accession; the amendment-stage restatement of the Stage-1 spine, including the Risk Factors employee series 'From December 31, 1995 to March 31, 1997, the Company expanded from 11 to 256 employees' which dates the 11 to the 1995-12-31 boundary (COR-12); and the ABSENCE here of Cadabra, of the 1,700,000-share subscription and of the sole-stockholder sentence","Amazon.com, Inc. Form S-1/A Amendment No. 3, accession 0000891020-97-000755","Amazon.com, Inc. (SEC)",SEC filing,Primary,1997-05,1997-05-09,2026-09-23,https://www.sec.gov/Archives/edgar/data/1018724/000089102097000755/,"sources/S-1A-No3_acc-0000891020-97-000755_filed-1997-05-09.txt (306,425 B)",1,FACT,High,"Second state of the same registration statement as S0801: repetition here is NOT corroboration, and where the two differ only in rounding that is not corroboration either","The Company also intends to offer attractive pricing programs, which will reduce its gross margins.","RESTORED 2026-09-23. COR-01/C-4: the adversarial dossier's 'Amendment No. 4, 9 May 1997' is No. 3 by this file's own label, so the accession and date were right and the ordinal was off by one. PUBLIC DOCUMENT COUNT 4"
S0803,1,"Part II Item 5 unregistered issuances: 3,021,000 shares to 23 purchasers for approximately $.3333 per share or an aggregate of $1,007,000, subscribed 1995-12-06 to 1996-05-16; the earlier $.1717 / $345,525 tranche; Series A $8,000,014 and $200,000; Certain Transactions related-party purchases by Miguel A. Bezos, the family trust and directors, the interest-free Bezos loans and the Seafirst / Wells Fargo personal guarantees; Note 3 reincorporation; Note 5 lease commitments and the B&N suit; Business EMPLOYEES; Risk Factors employee series 'From December 31, 1995 to March 31, 1997, the Company expanded from 11 to 256 employees' - the filing that dates the count of 11 to the 1995-12-31 Stage-1 boundary (COR-12); Management bios with CEO only from May 1996; Risk Factors on sales taxes, trademarks and government regulation; the cover and p.66 art plan naming seven pages with quoted captions; and the ABSENCE of Cadabra and of the founding-instrument passages","Amazon.com, Inc. Form S-1/A Amendment No. 5, accession 0000891020-97-000839","Amazon.com, Inc. (SEC)",SEC filing,Primary,1994-07/1997-05,1997-05-14,2026-09-23,https://www.sec.gov/Archives/edgar/data/1018724/000089102097000839/0000891020-97-000839.txt,"sources/S-1A-No5_acc-0000891020-97-000839_filed-1997-05-14.txt (303,069 B file / 301,685 B body, byte-exact to the destroyed file); duplicate sources/s1_0000891020-97-000839.txt",1,FACT,High,"Third state of the same registration statement as S0801 and therefore NOT an independent source for anything already in S0801; the four disclosures this note formerly credited as independent corroboration of one another (T1/ISP connectivity, non-integrated accounting, the nine customer-service e-mail addresses, order-splitting software) are restatements across accessions of the same SEC File No. 333-23795 and corroborate nothing — wording struck 2026-09-24 under A-B1 / method §3, and see COR-12's closure note in CORRECTIONS.md. Wording differs from the original at one load-bearing point: the original reads '23 investors', this reads '23 purchasers' for the same transaction","Between December 6, 1995 and May 16, 1996, the registrant issued an aggregate of 3,021,000 shares of Common Stock to 23 purchasers for a consideration of approximately $.3333 per share, or an aggregate of $1,007,000.","RESTORED 2026-09-23. COR-01: every dossier citing this accession as 'the S-1' is corrected - it is S-1/A No. 5, filed 1997-05-14, 2 documents. COR-10: it DOES disclose a round total and a purchaser count, so dossier E's 'no round total disclosed' claim is deleted. COR-02: the three founding-instrument facts exist only in S0801"
S0804,1,"RE-KEYED 2026-09-23 by the AUDIT 3 numbers repair. The figures formerly attributed to this accession - 'Through March 31, 1997, Amazon.com had sales of more than $32 million to approximately 340,000 customer accounts in over 100 countries', the 2,200-to-80,000 average-daily-visit growth, and the Time 'Best Websites of 1996' citation - are RETRIEVABLE ON DISK in S-1/A No. 3 (acc. 0000891020-97-000755) l.334-341 = sources/S-1A-No3_acc-0000891020-97-000755_filed-1997-05-09.txt, and identically in S-1/A No. 5 (acc. 0000891020-97-000839) l.336-341. Cite THOSE (S0802 / S0803) for those numbers. The 424B1 itself is NOT in the restored primary set, so nothing in this register may rest on it: no Stage-1 row and no quantitative.csv row cites S0804 (verified by search 2026-09-23). Also carries the final offering terms and the 2.5 million-title marketing framing, both of which are 1997 figures barred from Stage 1 by COR-04.","Amazon.com final prospectus, 424B1 / S-1/A No. 6, accessions 0000891020-97-000847 and -000868 - NOT ON DISK; the numeric claims formerly registered here are re-keyed to S0802 (S-1/A No. 3) and S0803 (S-1/A No. 5)","Amazon.com, Inc. (SEC)",SEC filing,Primary,1997-05,1997-05-15,2026-09-23,https://www.sec.gov/Archives/edgar/data/1018724/0000891020-97-000868.txt,sources/s1_graphics/idx_000089102097000847.json (directory listing only),1,FACT as quoted in S0802/S0803; UNVERIFIABLE from this accession (text not on disk),Low for this accession; High for the re-keyed quotations in S0802/S0803,"Fourth state of the same registration statement, so no independence at all for content shared with S0801","Quoted text verified instead in the two amendments on disk, verbatim: 'Through March 31, 1997, Amazon.com had sales of more than $32 million to approximately 340,000 customer accounts in over 100 countries. Average daily visits (not ""hits"") have grown from approximately 2,200 in December 1995 to approximately 80,000 in March 1997, and repeat customers currently account for over 40% of orders. Time magazine rated Amazon.com one of the 10 ""Best Websites of 1996.""' (A3 l.334-341; A5 l.336-341). NOTE the March-1997 dating: these supersede the December-1996 trio in the original S-1 l.447-453 (>$16 million / ~180,000 accounts / ~50,000 visits) and are a DIFFERENT DATE, not a second observation of the same fact.","AUDIT 3 / RD-023 RESOLVED AS FAR AS THE DISK ALLOWS (2026-09-23). DEFECT: this row cited accession 0000891020-97-000868 for filed numbers while that document is not in the restored primary set - sources/ holds 0000891618-97-001309, 0000891020-97-000755, 0000891020-97-000839 and 0000891020-98-000448 only; -000847 and -000868 exist as index.json directory listings in sources/s1_graphics/, which enumerate a filing and are not the filing. FIX APPLIED: the option the audit offered first - re-key the figures to A3 l.334-337 / A5 l.336-339, which ARE on disk - rather than restoring the document, which this repair cannot do. The 424B1 remains restoration pending and the row is NOT deleted, so the lineage stays visible. EVIDENCE CLASS and CONFIDENCE DOWNGRADED accordingly: this accession is unverifiable from the register, so any claim resting on it alone would be UNKNOWN. STILL POST-BOUNDARY in any event: every figure in this row describes 1996-97 and none may enter a Stage-1 cell."
S0805,1,"Item 6 selected financial data FY1994-1997 carrying the $511 thousand 1995 net sales line in restated context; Item 10 officer dates (President and Chairman from 1994, CEO only from May 1996, Treasurer and Secretary May 1996 to March 1997) and the D. E. Shaw December 1990-June 1994 and Bankers Trust April 1988-December 1990 employment record; Exhibit 10.4 Kaphan incentive option letter effective 1994-10-24; Exhibit 10.20 Subrogation Agreement dated 1996-06-19 with Bezos; 'over 58%' repeat customers as the later restatement of that metric; the $(279) interest-expense line set against the 'interest-free' loans; Item 13's deferral to a 1998 proxy statement","Amazon.com, Inc. Form 10-K405 for the fiscal year ended December 31, 1997, accession 0000891020-98-000448","Amazon.com, Inc. (SEC)",SEC filing (annual report filed with a late-filing delinquency cover),Primary,1994-1997,1998-03-30,2026-09-23,https://www.sec.gov/Archives/edgar/data/1018724/0000891020-98-000448.txt,"sources/10-K_FY1997_acc-0000891020-98-000448_filed-1998-03-30.txt (607,959 B)",1,FACT,High,Restates S0801 material and is therefore not independent of it for the 1994-96 numbers; it is the ONLY source on disk for several 1996-97 officer dates and for the existence of Exhibit 10.20,"Net sales... $147,758 $15,746 $ 511 $ --","RESTORED 2026-09-23. COR-01/C-3: cite the form AS FILED, 10-K405, not a plain 10-K. It does NOT contain the pricing-programs sentence or the 'no sales through July 1995' sentence, so do not cite it for either. Its Part III related-party item defers to a 1998 proxy that is not on disk, the missing primary behind the MacKenzie-role null (U.28)"
S0806,1,"The competing 158-employee figure for 1996-12-31, a restatement on an undisclosed basis against the registration statement's 151, and the FY1996 annual-report cross-check of 1995-96 figures",Amazon.com annual report for fiscal 1996 (accession not recorded),"Amazon.com, Inc. (SEC)",SEC filing,Primary,1996,UNKNOWN,2026-09-23,UNKNOWN,UNKNOWN,1,FACT,Medium,"Another filing in the same registration and reporting lineage, so the 151-versus-158 pair is a restatement on an undisclosed basis rather than an independent count, and both figures are post-boundary",UNKNOWN,"restoration pending - no copy of the FY1996 annual report on disk, and with no accession or URL recorded there is nothing in sources/ to match it against. The 158-employee figure therefore still has no registered primary (COR-11.2). Original note text retained verbatim: accession and URL not recorded in the harvest set; COR-11.2: 158 may not be sourced without its own citation and belongs in the consequence column only (U.17)"
